Course,CourseTitle,CRN,CourseDates,CourseDays,CourseTimes,Room,CreditHours,Enrolled,AvailableSeats,MaxSeats,ScheduleType,InstructionalMethod,Campus,Instructor,Comments,LACCategory,CourseMaterialType,CourseMaterialCost
AST101-008,SC1-Stars and Galaxies,22864,01/09/2023 05/07/2023,M W F,2:30pm-3:20pm,Ross Hall 0060,4,0,60,60,Lecture,Face to Face,Main Campus,Charles Kuehn,,"LAS1, LASL, LC6, LCLB",,
AST101-213,SC1-Stars and Galaxies,22865,01/09/2023 05/07/2023,T,7:00pm-9:00pm,Doubenmier TENNIS,0,0,30,30,Laboratory,Face to Face,Main Campus,Mariana Lazarova,Lab must be taken with lecture AST 101-008.,"LAS1, LASL, LC6, LCLB",,
AST101-413,SC1-Stars and Galaxies,22180,01/09/2023 05/07/2023,R,7:00pm-9:00pm,Doubenmier TENNIS,0,0,30,30,Laboratory,Face to Face,Main Campus,Mariana Lazarova,Lab must be taken with lecture AST 101-008.,"LAS1, LASL, LC6, LCLB",,
AST302-006,Stars & Milky Way,20045,01/09/2023 05/07/2023,M W F,12:20pm-1:10pm,Ross Hall 0220,3,0,24,24,Lecture,Face to Face,Main Campus,Mariana Lazarova,,,,
AT501-001,Foundations of AT II,24179,03/27/2023 05/07/2023,T R,9:30am-11:30am,Butler-Hancock Athletic Center 0261,2,0,12,12,Lecture,Face to Face,Main Campus,James Turk,,,,
AT511-001,Techniques in AT II,23018,01/09/2023 05/07/2023,T R,12:00pm-1:00pm,Butler-Hancock Athletic Center 0203,3,0,12,12,Lecture,Face to Face,Main Campus,Shannon Courtney,Lecture and Lab,,,
AT521-001,Physical Examination II,24180,01/09/2023 03/26/2023,T R,9:30am-11:30am,Butler-Hancock Athletic Center 0203,2,0,12,12,Lecture,Face to Face,Main Campus,James Turk,,,,
AT531-001,Therapeutic Interventions II,23020,01/09/2023 05/07/2023,M T W R,9:30am-11:30am,TBA,2,0,12,12,Lecture,Face to Face,Main Campus,Shannon Courtney,Lecture and Lab,,,
AT560-001,"Health Prom, Well & Perf Enhan",24181,01/09/2023 05/07/2023,TBA,TBA,TBA,3,0,12,12,Lecture,Face to Face,Main Campus,James Turk,,,,
AT591-001,Seminar in AT,24183,01/09/2023 05/07/2023,M,6:00pm-8:00pm,Butler-Hancock Athletic Center 0261,2,0,12,12,Seminar,Face to Face,Main Campus,James Turk,,,,
AT592-001,Clinical Immersion in AT,24182,01/09/2023 05/07/2023,TBA,TBA,Arranged,6-Mar,0,12,12,Internship,Internship/Practica,Main Campus,Shannon Courtney,,,,
AT594-001,Clinical Practicum in AT II,22978,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,12,12,Practicum/Clinical,Internship/Practica,Main Campus,Shannon Courtney,,,,
BA205-003,CO2-Business Communications,20750,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Kepner Hall 2050,3,0,45,45,Lecture,Face to Face,Main Campus,Julie Kennedy,Support available at www.unco.edu/Canvas,"LAW2, LC1B",,
BA205-005,CO2-Business Communications,21050,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Kepner Hall 1030,3,0,45,45,Lecture,Face to Face,Main Campus,Julie Kennedy,Support available at www.unco.edu/Canvas,"LAW2, LC1B",,
BA251-023,SS1-International Business,22611,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Kepner Hall 0040,3,0,45,45,Lecture,Face to Face,Main Campus,,Support available at www.unco.edu/Canvas,"LAB1, LAIS, LC5A, LC7",,
BAAC220-023,Principles of Acct I,21989,01/09/2023 05/07/2023,T R,9:30am-10:45am,Kepner Hall 2030,3,0,44,44,Lecture,Face to Face,Main Campus,Min Cao,Support available at www.unco.edu/Canvas,,,
BAAC220-025,Principles of Acct I,21054,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Kepner Hall 2030,3,0,44,44,Lecture,Face to Face,Main Campus,Min Cao,Support available at www.unco.edu/Canvas,,,
BAAC221-005,Principles of Acct II,20299,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Kepner Hall 2030,3,0,45,45,Lecture,Face to Face,Main Campus,Lloyd Seaton,Support available at www.unco.edu/Canvas,,,
BAAC221-028,Principles of Acct II,21018,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Kepner Hall 2030,3,0,44,44,Lecture,Face to Face,Main Campus,Philipp Schaberl,Support available at www.unco.edu/Canvas,,,
BAAC320-026,Intermed Accounting I,20300,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Kepner Hall 1015,3,0,40,40,Lecture,Face to Face,Main Campus,William Wilcox,,,,
BAAC321-023,Intermed Accounting II,20301,01/09/2023 05/07/2023,T R,9:30am-10:45am,Kepner Hall 1015,3,0,40,40,Lecture,Face to Face,Main Campus,Philipp Schaberl,Support available at www.unco.edu/Canvas,,,
BAAC322-028,Fraud Examination,24047,01/09/2023 05/07/2023,R,2:00pm-4:30pm,Kepner Hall 0075,3,0,40,40,Lecture,Face to Face,Main Campus,Anna Rose,,,,
BAAC323-010,Cost & Managerial Acctg I,20302,01/09/2023 05/07/2023,M W,3:35pm-4:50pm,Kepner Hall 2010,3,0,40,40,Lecture,Face to Face,Main Campus,Lloyd Seaton,Support available at www.unco.edu/Canvas,,,
BAAC325-005,Income Tax I,20303,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Kepner Hall 2005,3,0,40,40,Lecture,Face to Face,Main Campus,Deborah Snow Lacey,Support available at www.unco.edu/Canvas,,,
BAAC328-028,Accounting Systems,20712,01/09/2023 05/07/2023,T,2:00pm-4:30pm,Kepner Hall 0075,3,0,40,40,Lecture,Face to Face,Main Campus,Jacob Rose,,,,
BAAC425-025,Auditing I,22886,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Kepner Hall 2040,3,0,35,35,Lecture,Face to Face,Main Campus,Anna Rose,Support available at www.unco.edu/Canvas,,,
BACS101-023,Business Computing,21698,01/09/2023 05/07/2023,R,9:30am-10:45am,Kepner Hall 0090,3,0,45,45,Lecture,Mixed Face to Face,Main Campus,Christopher Harris,Support available at www.unco.edu/Canvas,,,
BACS101-029,Business Computing,20838,01/09/2023 05/07/2023,T,3:30pm-4:45pm,Kepner Hall 0090,3,0,45,45,Lecture,Mixed Face to Face,Main Campus,Tabandeh Harraf,This course is a hybrid - portion of the class will be held in person on Tuesdays and the rest will be online. Support available at www.unco.edu/Canvas,,,
BACS200-025,Web Design Dev Small Bus,20307,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Kepner Hall 0090,3,0,45,45,Lecture,Face to Face,Main Campus,Guillermo Sanchez,Support available at www.unco.edu/Canvas,,,
BACS287-005,Graphical Interface Prog,20726,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Kepner Hall 0090,3,0,45,45,Lecture,Face to Face,Main Campus,Muhanad Manshad,Support available at www.unco.edu/Canvas,,,
BACS300-023,Information Systems,21055,01/09/2023 05/07/2023,T R,9:30am-10:45am,Kepner Hall 0030,3,0,40,40,Lecture,Face to Face,Main Campus,Zhenya Tang,Support available at www.unco.edu/Canvas,,,
BACS300-025,Information Systems,22165,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Kepner Hall 0030,3,0,40,40,Lecture,Face to Face,Main Campus,Zhenya Tang,Support available at www.unco.edu/Canvas,,,
BACS371-028,Intro to Comp Forensics,20725,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Kepner Hall 0090,3,0,32,32,Lecture,Face to Face,Main Campus,Jay Lightfoot,Support available at www.unco.edu/Canvas,,,
BACS385-004,Fund of Project Mgmt,21134,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Kepner Hall 0030,3,0,40,40,Lecture,Face to Face,Main Campus,Muhanad Manshad,Support available at www.unco.edu/Canvas,,,
BACS488-030,Senior CIS Project,21904,01/09/2023 05/07/2023,R,5:00pm-7:30pm,Kepner Hall 0090,3,0,30,30,Lecture,Face to Face,Main Campus,Matthew Swaffer,Support available at www.unco.edu/Canvas,,,
BACS495-029,Business Analytics,22166,01/09/2023 05/07/2023,T R,3:30pm-4:45pm,Kepner Hall 0030,3,0,32,32,Lecture,Face to Face,Main Campus,Zhenya Tang,BACS 300 is recommended as a prerequisite for this course. Support available at www.unco.edu/Canvas,,,
BAFN231-023,Legal Environment of Business,22881,01/09/2023 05/07/2023,T R,9:30am-10:45am,Kepner Hall 0040,3,0,45,45,Lecture,Face to Face,Main Campus,Michael Williams,Support available at www.unco.edu/Canvas,,,
BAFN231-025,Legal Environment of Business,20325,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Kepner Hall 1030,3,0,45,45,Lecture,Face to Face,Main Campus,Michael Williams,Support available at www.unco.edu/Canvas,,,
BAFN231-028,Legal Environment of Business,24042,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Kepner Hall 0040,3,0,45,45,Lecture,Face to Face,Main Campus,Robert Herrera,,,,
BAFN240-003,Intro Pers Financial Plng,21273,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Kepner Hall 0040,3,0,45,45,Lecture,Face to Face,Main Campus,Deborah Snow Lacey,Support available at www.unco.edu/Canvas,,,
BAFN240-007,Intro Pers Financial Plng,24045,01/09/2023 05/07/2023,M W F,1:25pm-2:15pm,Kepner Hall 0040,3,0,45,45,Lecture,Face to Face,Main Campus,Deborah Snow Lacey,,,,
BAFN240-010,Intro Pers Financial Plng,20812,01/09/2023 05/07/2023,M W,2:30pm-3:45pm,Kepner Hall 0040,3,0,45,45,Lecture,Face to Face,Main Campus,,Support available at www.unco.edu/Canvas,,,
BAFN332-029,Bus Admin and the Law,22028,01/09/2023 05/07/2023,T R,3:30pm-4:45pm,Kepner Hall 1015,3,0,40,40,Lecture,Face to Face,Main Campus,Brandon Houtchens,Support available at www.unco.edu/Canvas.,,,
BAFN340-011,Principles Risk and Insurance,22523,01/09/2023 05/07/2023,M,5:15pm-7:55pm,Kepner Hall 1015,3,0,40,40,Lecture,Face to Face,Main Campus,Johann von Kampen,Support available at www.unco.edu/Canvas.,,,
BAFN370-004,Business Finance,21056,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Kepner Hall 0040,3,0,40,40,Lecture,Face to Face,Main Campus,Deborah Snow Lacey,Support available at www.unco.edu/Canvas.,,,
BAFN370-026,Business Finance,20320,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Kepner Hall 2005,3,0,40,40,Lecture,Face to Face,Main Campus,Christine McClatchey,Support available at www.unco.edu/Canvas.,,,
BAFN370-028,Business Finance,20323,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Kepner Hall 1005,3,0,40,40,Lecture,Face to Face,Main Campus,Christine McClatchey,Support available at www.unco.edu/Canvas.,,,
BAFN371-007,Fin Markets & Institution,20318,01/09/2023 05/07/2023,M W F,1:25pm-2:15pm,Kepner Hall 1015,3,0,40,40,Lecture,Face to Face,Main Campus,Cristobal de la Torre,Support available at www.unco.edu/Canvas.,,,
BAFN372-008,Introduction to Real Estate,23023,01/09/2023 05/07/2023,M W F,2:30pm-3:20pm,Kepner Hall 1015,3,0,40,40,Lecture,Face to Face,Main Campus,Cristobal de la Torre,,,,
BAFN379-006,Investments,20319,01/09/2023 05/07/2023,M W F,12:20pm-1:10pm,Kepner Hall 2010,3,0,40,40,Lecture,Face to Face,Main Campus,Constantin Gurdgiev,Support available at www.unco.edu/Canvas.,,,
BAFN470-005,Financial Management,20316,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Kepner Hall 1050C,3,0,35,35,Lecture,Face to Face,Main Campus,Cristobal de la Torre,Support available at www.unco.edu/Canvas.,,,
BAFN474-023,Case Problems in Fin Mgmt,20322,01/09/2023 05/07/2023,T R,9:30am-10:45am,Kepner Hall 1010,3,0,30,30,Lecture,Face to Face,Main Campus,Christine McClatchey,Support available at www.unco.edu/Canvas.,,,
BAFN478-014,Student & Foundation Fund,22032,01/09/2023 05/07/2023,W,6:00pm-8:40pm,Kepner Hall 1050D,3,0,30,30,Lecture,Face to Face,Main Campus,Kevin Ahern,Support available at www.unco.edu/Canvas.,,,
BAFN479-003,Portfolio Management,21775,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Kepner Hall 2010,3,0,35,35,Lecture,Face to Face,Main Campus,Constantin Gurdgiev,Support available at www.unco.edu/Canvas.,,,
BAMG125-005,Taking Care of Business,22798,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Kepner Hall 2050,3,0,120,120,Lecture,Face to Face,Main Campus,Dallas Everhart,Support available at www.unco.edu/Canvas,,,
BAMG350-023,Management & Org Behavior,21237,01/09/2023 05/07/2023,T R,9:30am-10:45am,Kepner Hall 2025,3,0,40,40,Lecture,Face to Face,Main Campus,Brandon Soltwisch,Support available at www.unco.edu/Canvas,,,
BAMG353-003,Human Resource Management,21057,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Kepner Hall 1005,3,0,40,40,Lecture,Face to Face,Main Campus,Milan Larson,Support available at www.unco.edu/Canvas,,,
BAMG355-025,Fund of Entrepreneurship,22162,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Kepner Hall 1005,3,0,40,40,Lecture,Face to Face,Main Campus,Dalong Ma,Support available at www.unco.edu/Canvas,,,
BAMG355-028,Fund of Entrepreneurship,20960,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Kepner Hall 1015,3,0,40,40,Lecture,Face to Face,Main Campus,Dalong Ma,Support available at www.unco.edu/Canvas,,,
BAMG390-023,"Plan, Mnging & Analyzing Ops",21956,01/09/2023 05/07/2023,T R,9:30am-10:45am,Kepner Hall 1005,3,0,40,40,Lecture,Face to Face,Main Campus,Jeffrey Jones,Support available at www.unco.edu/Canvas,,,
BAMG390-025,"Plan, Mnging & Analyzing Ops",21957,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Kepner Hall 1005,3,0,40,40,Lecture,Face to Face,Main Campus,Jeffrey Jones,Support available at www.unco.edu/Canvas,,,
BAMG407-012,Small Business Counseling,20744,01/09/2023 05/07/2023,M,5:15pm-7:55pm,Kepner Hall 2050,3,0,17,17,Seminar,Face to Face,Main Campus,Dallas Everhart,Support available at www.unco.edu/Canvas,,,
BAMG451-023,Managing New Bus Ventures,22163,01/09/2023 05/07/2023,T R,9:30am-10:45am,Kepner Hall 1050C,3,0,35,35,Lecture,Face to Face,Main Campus,Dalong Ma,,,,
BAMG452-010,Business Ethics,22635,01/09/2023 05/07/2023,M W,3:35pm-4:50pm,Kepner Hall 1005,3,0,35,35,Lecture,Face to Face,Main Campus,Maurice Harris,,,,
BAMG454-005,Leadership in Organ,20310,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Kepner Hall 1010,3,0,35,35,Lecture,Face to Face,Main Campus,Maurice Harris,Support available at www.unco.edu/Canvas,,,
BAMG456-002,Strategic Management,20925,01/09/2023 05/07/2023,M W F,8:00am-8:50am,Kepner Hall 1005,3,0,30,30,Lecture,Face to Face,Main Campus,Maurice Harris,Support available at www.unco.edu/Canvas,,,
BAMG456-025,Strategic Management,20312,01/09/2023 05/07/2023,T,11:00am-12:15pm,Kepner Hall 1050C,3,0,30,30,Lecture,Face to Face,Main Campus,Brandon Soltwisch,Support available at www.unco.edu/Canvas,,,
BAMG456-026,Strategic Management,23056,01/09/2023 05/07/2023,T,12:30pm-1:45pm,Kepner Hall 1050C,3,0,30,30,Lecture,Face to Face,Main Campus,Brandon Soltwisch,,,,
BAMG457-028,Org Theory & Design,20854,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Kepner Hall 1050C,3,0,35,35,Lecture,Face to Face,Main Campus,Ebrahim Harraf,Support available at www.unco.edu/Canvas,,,
BAMG458-028,International Management,20313,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Kepner Hall 0060,3,0,35,35,Lecture,Face to Face,Main Campus,,Support available at www.unco.edu/Canvas,,,
BAMG463-005,Comp Perf Mgmt & Conf Mgt,22164,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Kepner Hall 2010,3,0,35,35,Lecture,Face to Face,Main Campus,Milan Larson,Support available at www.unco.edu/Canvas,,,
BAMG495-029,Sustainable Innovation,23353,01/09/2023 05/07/2023,T R,3:30pm-4:45pm,Kepner Hall 1050C,3,0,35,35,Lecture,Face to Face,Main Campus,Ajay Jha,,,,
BAMK360-005,Marketing,22408,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Kepner Hall 1015,3,0,40,40,Lecture,Face to Face,Main Campus,Nari Yoon,Support available at www.unco.edu/Canvas,,,
BAMK360-006,Marketing,20333,01/09/2023 05/07/2023,M W F,12:20pm-1:10pm,Kepner Hall 1015,3,0,40,40,Lecture,Face to Face,Main Campus,Nari Yoon,Support available at www.unco.edu/Canvas,,,
BAMK360-025,Marketing,22569,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Kepner Hall 1015,3,0,40,40,Lecture,Face to Face,Main Campus,Lorena Garcia Ramon,Support available at www.unco.edu/Canvas,,,
BAMK360-026,Marketing,20328,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Kepner Hall 1015,3,0,40,40,Lecture,Face to Face,Main Campus,Lorena Garcia Ramon,Support available at www.unco.edu/Canvas,,,
BAMK361-003,Consumer Behavior,20327,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Kepner Hall 1015,3,0,40,40,Lecture,Face to Face,Main Campus,Nari Yoon,Support available at www.unco.edu/Canvas,,,
BAMK368-022,Marketing Analysis & Research,20331,01/09/2023 05/07/2023,T R,8:00am-9:15am,Kepner Hall 2005,3,0,40,40,Lecture,Face to Face,Main Campus,James Reardon,Support available at www.unco.edu/Canvas,,,
BAMK371-029,Digital Marketing,21907,01/09/2023 05/07/2023,T R,4:45pm-6:00pm,Kepner Hall 0060,3,0,40,40,Lecture,Face to Face,Main Campus,Lorena Garcia Ramon,Support available at www.unco.edu/Canvas,,,
BAMK407-012,Small Business Counseling,20940,01/09/2023 05/07/2023,M,5:15pm-7:55pm,Kepner Hall 2050,3,0,17,17,Lecture,Face to Face,Main Campus,Dallas Everhart,Support available at www.unco.edu/Canvas,,,
BAMK464-023,Global Marketing Strategies,20904,01/09/2023 05/07/2023,T R,9:30am-10:45am,Kepner Hall 2005,3,0,35,35,Lecture,Face to Face,Main Campus,James Reardon,Support available at www.unco.edu/Canvas,,,
BAMK468-010,Business to Business Marketing,23055,01/09/2023 05/07/2023,M W,3:35pm-4:50pm,Kepner Hall 1015,3,0,35,35,Lecture,Face to Face,Main Campus,Dallas Everhart,,,,
BAMK478-026,Social Media Marketing,24041,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Kepner Hall 2010,3,0,35,35,Lecture,Face to Face,Main Campus,Denny McCorkle,,,,
BAMK490-028,Marketing Strategies,20894,01/09/2023 05/07/2023,T R,3:30pm-4:45pm,Kepner Hall 2010,3,0,30,30,Lecture,Face to Face,Main Campus,Denny McCorkle,Support available at www.unco.edu/Canvas,,,
BAMK494-025,Digital Retailing,24039,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Kepner Hall 2005,3,0,35,35,Lecture,Face to Face,Main Campus,James Reardon,,,,
BIO100-011,SC2-Exploring Biology,20096,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,McKee L0150,3,0,120,120,Lecture,Face to Face,Main Campus,,,"LAS1, LC6",,
BIO105-211,SC1-Exploring Biology Lab,21081,01/09/2023 05/07/2023,T,11:00am-1:50pm,Ross Hall 1331,1,0,0,0,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO105-214,SC1-Exploring Biology Lab,21082,01/09/2023 05/07/2023,T,2:00pm-4:50pm,Ross Hall 1331,1,0,0,0,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO105-217,SC1-Exploring Biology Lab,21083,01/09/2023 05/07/2023,T,5:00pm-7:50pm,Ross Hall 1331,1,0,24,24,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO105-411,SC1-Exploring Biology Lab,21084,01/09/2023 05/07/2023,R,11:00am-1:50pm,Ross Hall 1331,1,0,24,24,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO105-414,SC1-Exploring Biology Lab,21085,01/09/2023 05/07/2023,R,2:00pm-4:50pm,Ross Hall 1331,1,0,24,24,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO109-512,Foundations for Prehealth,24136,01/09/2023 05/07/2023,F,12:20pm-1:10pm,Ross Hall 0060,1,0,24,24,Seminar,Face to Face,Main Campus,Andrew Smith,,,,
BIO110-013,SC1-BIO: Atoms-Cells,20103,01/09/2023 05/07/2023,M W F,1:25pm-2:15pm,McKee L0152,4,0,254,254,Lecture,Face to Face,Main Campus,Ginger Fisher,,"LAS1, LASL, LC6, LCLB",,
BIO110-211,SC1-BIO: Atoms-Cells,20111,01/09/2023 05/07/2023,T,11:00am-1:50pm,Ross Hall 1330,0,0,24,24,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO110-214,SC1-BIO: Atoms-Cells,20112,01/09/2023 05/07/2023,T,2:00pm-4:50pm,Ross Hall 1330,0,0,24,24,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO110-217,SC1-BIO: Atoms-Cells,20126,01/09/2023 05/07/2023,T,5:00pm-7:50pm,Ross Hall 1330,0,0,24,24,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO110-408,SC1-BIO: Atoms-Cells,20127,01/09/2023 05/07/2023,R,8:00am-10:50am,Ross Hall 1330,0,0,0,0,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO110-411,SC1-BIO: Atoms-Cells,20128,01/09/2023 05/07/2023,R,11:00am-1:50pm,Ross Hall 1330,0,0,0,0,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO111-010,SC1-BIO: Organisms-Ecosystems,20130,01/09/2023 05/07/2023,M W F,10:10am-11:00am,McKee L0152,4,0,254,254,Lecture,Face to Face,Main Campus,Lauryn Benedict,,"LAS1, LASL, LC6, LCLB",,
BIO111-213,SC1-BIO: Organisms-Ecosystems,21088,01/09/2023 05/07/2023,T,1:00pm-3:50pm,Ross Hall 2380,0,0,24,24,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO111-216,SC1-BIO: Organisms-Ecosystems,20826,01/09/2023 05/07/2023,T,4:00pm-6:50pm,Ross Hall 2380,0,0,24,24,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO111-219,SC1-BIO: Organisms-Ecosystems,21087,01/09/2023 05/07/2023,T,7:00pm-9:50pm,Ross Hall 2380,0,0,0,0,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO111-408,SC1-BIO: Organisms-Ecosystems,21149,01/09/2023 05/07/2023,R,8:00am-10:50am,Ross Hall 2380,0,0,0,0,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO111-411,SC1-BIO: Organisms-Ecosystems,20132,01/09/2023 05/07/2023,R,11:00am-1:50pm,Ross Hall 2380,0,0,24,24,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO111-414,SC1-BIO: Organisms-Ecosystems,20133,01/09/2023 05/07/2023,R,2:00pm-4:50pm,Ross Hall 2380,0,0,24,24,Laboratory,Face to Face,Main Campus,,,"LAS1, LASL, LC6, LCLB",,
BIO210-010,Cell Biology,20134,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Ross Hall 0060,3,0,75,75,Lecture,Face to Face,Main Campus,Andrea James,,,,
BIO220-009,Genetics,20136,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Ross Hall 1060,4,0,70,70,Lecture,Face to Face,Main Campus,Judith Leatherman,,,,
BIO220-208,Genetics,20749,01/09/2023 05/07/2023,T,8:00am-10:50am,Ross Hall 1611,0,0,24,24,Laboratory,Face to Face,Main Campus,,,,,
BIO220-211,Genetics,20137,01/09/2023 05/07/2023,T,11:00am-1:50pm,Ross Hall 1611,0,0,24,24,Laboratory,Face to Face,Main Campus,,,,,
BIO220-214,Genetics,20138,01/09/2023 05/07/2023,T,2:00pm-4:50pm,Ross Hall 1611,0,0,24,24,Laboratory,Face to Face,Main Campus,,,,,
BIO245-009,Intro to Human Anat/Phys,20140,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Michener L0110,4,0,120,120,Lecture,Face to Face,Main Campus,Yuyan Han,,,,
BIO245-011,Intro to Human Anat/Phys,23356,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Michener L0110,4,0,120,120,Lecture,Face to Face,Main Campus,Nicholas Pullen,,,,
BIO245-116,Intro to Human Anat/Phys,20828,01/09/2023 05/07/2023,M,4:00pm-6:50pm,Ross Hall 2385,0,0,24,24,Laboratory,Face to Face,Main Campus,,,,,
BIO245-119,Intro to Human Anat/Phys,20946,01/09/2023 05/07/2023,M,7:00pm-9:50pm,Ross Hall 2385,0,0,24,24,Laboratory,Face to Face,Main Campus,,,,,
BIO245-213,Intro to Human Anat/Phys,20144,01/09/2023 05/07/2023,T,1:00pm-3:50pm,Ross Hall 2385,0,0,24,24,Laboratory,Face to Face,Main Campus,,,,,
BIO245-216,Intro to Human Anat/Phys,20145,01/09/2023 05/07/2023,T,4:00pm-6:50pm,Ross Hall 2385,0,0,24,24,Laboratory,Face to Face,Main Campus,,,,,
BIO245-219,Intro to Human Anat/Phys,20146,01/09/2023 05/07/2023,T,7:00pm-9:50pm,Ross Hall 2385,0,0,0,0,Laboratory,Face to Face,Main Campus,,,,,
